ticker symbol;isin;security name;currency;note;
MÁPP_N2026/11;;Magyar Állampapír Plusz N2026/11;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2026_11.json
MÁPP_N2026/12;;Magyar Állampapír Plusz N2026/12;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2026_12.json
MÁPP_N2026/13;;Magyar Állampapír Plusz N2026/13;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2026_13.json
MÁPP_N2026/14;;Magyar Állampapír Plusz N2026/14;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2026_14.json
MÁPP_N2026/15;;Magyar Állampapír Plusz N2026/15;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2026_15.json
MÁPP_N2026/16;;Magyar Állampapír Plusz N2026/16;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2026_16.json
MÁPP_N2026/17;;Magyar Állampapír Plusz N2026/17;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2026_17.json
MÁPP_N2026/18;;Magyar Állampapír Plusz N2026/18;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2026_18.json
MÁPP_N2026/19;;Magyar Állampapír Plusz N2026/19;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2026_19.json
MÁPP_N2026/20;;Magyar Állampapír Plusz N2026/20;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2026_20.json
MÁPP_N2026/21;;Magyar Állampapír Plusz N2026/21;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2026_21.json
MÁPP_N2026/22;;Magyar Állampapír Plusz N2026/22;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2026_22.json
MÁPP_N2026/23;;Magyar Állampapír Plusz N2026/23;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2026_23.json
MÁPP_N2026/24;;Magyar Állampapír Plusz N2026/24;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2026_24.json
MÁPP_N2026/25;;Magyar Állampapír Plusz N2026/25;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2026_25.json
MÁPP_N2026/26;;Magyar Állampapír Plusz N2026/26;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2026_26.json
MÁPP_N2026/27;;Magyar Állampapír Plusz N2026/27;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2026_27.json
MÁPP_N2026/28;;Magyar Állampapír Plusz N2026/28;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2026_28.json
MÁPP_N2026/29;;Magyar Állampapír Plusz N2026/29;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2026_29.json
MÁPP_N2026/30;;Magyar Állampapír Plusz N2026/30;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2026_30.json
MÁPP_N2026/31;;Magyar Állampapír Plusz N2026/31;HUF;JSON feed url: https://cdn.statically.io/gh/havasd/pp-data/main/mak/mapp_n2026_31.json
